author,title,text
Лена Берсон,"Перекрести или перечеркни нас, Вычеркни как номерок на обоях.","Перекрести или перечеркни нас,
Вычеркни как номерок на обоях.
Мы никогда не вернемся в Чернигов,
Чтоб никому не напомнить о боли."
Лена Берсон,"К теткам по маминой, кажется, линии:","К теткам по маминой, кажется, линии:
Смуглой Марусе и светленькой Лилии,
Дом их в тенях кружевных и салфетках,
Где по утрам петухи нас бесили.
Нет ни Маруси, ни Лили сто лет как,
Знать бы тогда, что такое бессилье.
Чтобы они навсегда позабыли:
Кто мы такие, откуда, кем были."
Лена Берсон,"Чтобы забыли нас, кто мы такие,","Чтобы забыли нас, кто мы такие,
Речь нашу, вспухшую в горле, как дрожжи.
Мы не вернемся ни в Харьков, ни в Киев,
Ни в Запорожье."
Лена Берсон,"О, расточительный как Дроссельмайер,","О, расточительный как Дроссельмайер,
Киев с подарками в каждом кармане,
С тесным прощанием, как перед смертью,
Будто листвой, осыпаемый медью."
Лена Берсон,Жизнь уязвима под курточкой куцей.,"Жизнь уязвима под курточкой куцей.
Что я могу для нее?
Не вернуться."
Лена Берсон,"Вот он, переверни его на бок","Вот он, переверни его на бок,
Не на этот, удобней на том.
В общем, делай как должно, как надо,
Пусть все будет как будет потом.
Жизнь мерцает под утро как стерлядь
То замрет, то забьется опять.
Делать нечего, нечего делать,
Только тяжкие сводки читать.
Он был в Киеве классе в десятом,
А потом никогда не бывал.
Он качался в плацкарте измятом
И от курева обалдевал.
Он придумывал как бы солгать так,
Чтоб не на день отстали, на пол
И пойти посмотреть, где Булгаков,
На Андреевский спуск, на Подол.
Он был счастлив не часто, не шибко,
Но еще бы хотел, если б смог,
Умереть за ""господские Липки"",
За Андреевский тощий снежок."
Лена Берсон,"Зачем мы здесь, напомни мне","Зачем мы здесь, напомни мне.
- Ну как!
Ходить гулять то в парк, то в зоопарк,
На санках в сад утрами быть влекомым.
- Но что прикажешь делать, боже, мне,"
Лена Берсон,Раз дом сгорел и санок больше нет,"Раз дом сгорел и санок больше нет,
Которые ржавели на балконе?
Изнанка дома - наш или не наш,
Отсюда мне отчетливо видна ж:
Бессмысленные тряпки, доски, пятна;
Интимные подробности не в счет,
Когда однажды ночью нас убьет
На той кровати, где уже не спать нам."
Лена Берсон,"Но подожди, а парк?","Но подожди, а парк?
Он был всегда,
Там красные кружили поезда.
Они же не живые!
Неужели?
А что ж так больно, больше не могу,
Вагоны догорают на боку
Среди лошадок, сбитых с карусели."
Лена Берсон,"И объясни, но объясни всерьез","И объясни, но объясни всерьез,
Зачем уже ослепшему от слез
Подробности, входящие под ребра,
(Оно еще шевелится? Убей)
Что в обезьян, подобия людей,
Стреляют люди - божии подобья.
И вроде цвет у всякой крови ал,
И вроде плоть - все тот же материал,
Которого на всех с избытком хватит,
Но ядерный в глаза метется снег,
Когда в тебя стреляет человек
Не человек, а сын иван-кровати.
Потом лежишь на каменной земле
И все вот это, о добре и зле,"
