author,title,text
Дмитрий Близнюк,давай сегодня ляжем спать голыми как нормальные муж и жена как любовники,"давай сегодня ляжем спать голыми как нормальные муж и жена как любовники
снимем все вещи штаны кофты мастерки куртки набитые паспортами лекарствами флешками наличкой ключами кредитками зарядками для мобильников
снимем обувь и носки
давай сегодня не будем бояться что ночью в наш дом прилетит снаряд
а мы выживем и нам придется бежать сквозь зимнюю звездную тьму в польшу нарнию
давай сегодня вечером устроим праздник мирной жизни
разденемся догола обнимемся и спокойно заснем
пусть наша кожа и тела вспомнят доверие нежность
давай сегодня хоть на одну ночь отключим войну взрывы обстрелы бомбежки Харькова
очертим мелом нашу кровать от вия демонов монстров
включим теплые полы
давай сегодня закончится война хоть на два три четыре пять часа
давай напишем злому волшебнику в бункер
пусть он сегодня не будет убивать
пусть он как-то сказочно сдохнет хоть на один день
полцарства за спокойную ночь полжизни за мирный день
давай это будет так: смятая простыня две сигареты в полутьме две красно-оранжевые рыбки в аквариуме"
Дмитрий Близнюк,четыре руки ты,"четыре руки ты
прижимаешься ухом к моей груди
точно ящерица к теплому камню поросшему мхом
и мой голос - вино в бурдюке
ручей в темной пещере
я говорю что-то нежное пошлое потом настоящее
и эти слова
рождаются не в бронхах
не в горле и не на зубах
но в глазах
в полутьме и молчании.
наша кровь пульсирует гибкие черви
вагонов метрополитена
скользят по гулким тоннелям.
станция «я тебя люблю» - предпоследняя
в недостроенной ветке метро.
в недописанной строке.
дальше мы выходим родная.
и нам нужно идти пешком.
27.03"
Дмитрий Близнюк,Господи забери бессмертие оставь нам,"Господи забери бессмертие оставь нам
холодный погреб для яблок.
забери
души все свои игрушки только оставь нас в живых
неАдама неЕву и не твоего моего
маленького сына.
сырая пещера в подвале с дощатым полом.
земля обетованная.
но нам нужен бетон.
запах кошек матрацы куча засаленных одеял.
а город живой и в него втыкают
снаряды как иглы. безумный портной шьет
уродливую безрукавку безголовку.
но здесь люди.
не манекены"
Дмитрий Близнюк,будущее - дверь из мутно белого оргстекла цвета неотшлифованных алмазов.,"будущее - дверь из мутно белого оргстекла цвета неотшлифованных алмазов.
дверь плавно отодвигается от тебя каждую минуту.
каждый вдох выдох.
иногда быстрей иногда медленней если ей любопытно.
это в мирное время но во время войны
будущее просто отпрыгивает в сторону
как кузнечик или лягушка.
секунда и больше нет ничего впереди
пропасть пульсирует пустота
сбитая из ехидных квадратиков-пикселей
в игре маньяка.
в мирное время эпоха размеренно медленно
слизывает нас
точно мороженое а сейчас
кремлевский вован сумасшедший варан
грызет нас.
нашу землю пропитанную кровью.
усыпанную кусками бетона щебня.
истекает ядовитой слюной.
ракетный бал смерти.
так чернобурка пробивает снежный наст в прыжке
ныряет в снег
чтобы схватить полевку. соседку валю.
идет охота на людей.
российские убийцы подсвечены
мерцающей слизью больных идей.
я их вижу за десятки сотни километров.
мысли прыгают будто камни по толстому льду.
дыхание превращается в белые водоросли.
держимся за руки.
черно-синяя пустота голодная ночь
исполинская пума обнюхивает балконы.
блестят белки глаз. есть кто живой?
вырваны с корнями стены.
деревья скручены по спирали."
Дмитрий Близнюк,оборванные каменные лестницы как недописаные поэмы.,"оборванные каменные лестницы как недописаные поэмы.
тело на асфальте - черно-красный спальный мешок: разве это человек?
тьма прыгнула на.
зверь шума и пыли.
в этом мире тотальной смерти
нет любви сострадания добра. нет места
для тебя и меня.
но не утопить в крови
море море свободных людей.
сороконожкам убийц на механических коленях
не забрать нашу землю."
Дмитрий Близнюк,а сейчас в Харьков пришел первый весенний дождь.,"а сейчас в Харьков пришел первый весенний дождь.
он пришел, он не знал, что тридцатый день война.
он пришел сегодня вечером
напоить землю, деревья, черные многоэтажки.
пришел напомнить, что мирная жизнь однажды была.
что смысл жизни состоит из таких вот простых радостей и мелочей весенний дождь, слушай, смотри, внимай, впитывай как губка шелест.
и комната плывет во тьме как эмбрион дракона.
сквозь стеклянную чешую окна я смотрю на дождь, и дождь смотрит сквозь меня.
как же хорошо.
а когда я слышу грохот орудий или разрывы ракет, то представляю - это обычный гром и молнии, и успокаиваюсь. чик чирик.
будто мы в безопасности. в чертоге зыбких стихий.
это не начало стихотворения и не его конец.
это моя тихая радость дождя, первого, весеннего.
Харьков, мой любимый Харьков."
Дмитрий Близнюк,вчера впервые занимались любовью после артобстрела.,"вчера впервые занимались любовью после артобстрела.
два часа ночи.
минут двадцать трахались до изнеможения.
какое же это блаженство.
запредельная обнаженность
всех чувств. звериная нежность и обреченность.
освежеванный ангел.
и снова.
и сразу так тихо.
выстрел сквозь подушку
розовые перышки снегопада
падают
падают
и все не могут упасть.
провода в одной бомбе
перетерлась обмотка. мы
слиплись душами, телами,
ужасом, страстью, сладчайшим потом
насыщены джинами адреналина.
пока маньяк насилует мою Украину.
напишу об этом однажды.
подробно. волшебно. правдиво.
чтобы без фарса и пафоса, но красный ангел в анфас
и в профиль.
как мясо притрушенный бетонной пылью
ведь стихи переживут всех маньяков мира.
даже если не выживут
только любовники"
Дмитрий Близнюк,что я думал о нем до войны?,"что я думал о нем до войны?
молокосос. двадцати лет.
худой хлипкий
руки по локоть в модных наваристых татуировках. инь янь хрень ни рыба ни мясо. поваренок бариста
a OH -
a OH -
одиннадцатый день подряд без отдыха выдоха готовит еду
для сотен людей которые прячутся
под бетонном обетованным
а потом
он помогает носить сумки и кастрюли с едой
под обстрелами перебежками - к входу метрополитена
ведь там на глубине
сотни людей
женщины дети мечены ужасом измучены
живые напуганные
а наверху
вертикальные акулы
взрывов рыщут взрыхляют воздух стекло камень бетон
вытряхивают стены домов будто каменные ковры
ищут живое
ищут его
одного из тысяч героев
моей родины моей Украины
после войны
сделаю себе тату на руке
с его именем."
Дмитрий Близнюк,это,"это
зазеркалье войны
жуткое запредельное
/я пишу а мой дом белокирпичный конь с людьми
вздрагивает от взрывов
кожа обоев
тише тише не бойся родной/"
Дмитрий Близнюк,как яблоко от кожуры,"как яблоко от кожуры
хочу очистить этот снаряд
внутри которого железный цветок
пацан мужчина двадцатилетний герой
достоинство
Украины"
Дмитрий Близнюк,бомбоубежище.,"бомбоубежище.
sидим тихо, точно кроты в рыхлых кишках земли.
напуганые выблядки.
мерцают грязные детские лица,
пока пьяный сумасшедший отчим
лупит чугунными кулаками по стенам.
крушит мебель,
мычит и ухает, как филин.
вылезайте!"
Дмитрий Близнюк,тишина между арт-обстрелами,"тишина между арт-обстрелами
ты цепью привязан к маньячной овчарке -
не кусает, тварь,
просто держит твое горло в пасти.
мы мертвы в точке $A$,
но живы в точке Б
и все это происходит одновременно."
Дмитрий Близнюк,громадный аквариум на кухне друзей.,"громадный аквариум на кухне друзей.
рыбины грациозно мягко плавно
плывут
практически шагают плавниками на месте -
подводной лунной походкой Майкла
чуть вперед и чуть назад
это завораживает а там за окном война
безглазый червь
хватает черным ртом
снежинки людей."
Дмитрий Близнюк,он - мальчик-олененок,"он - мальчик-олененок
с темными рожками в светлых волосах
и с золотыми глазами:
в них - трусливая нежность и любопытство.
а мама-олениха
с такими же золотыми глазами
но твердыми как пальцы на курке."
Дмитрий Близнюк,реальность задумчиво накручивает прядь волос на палец словно женщина.,"реальность задумчиво накручивает прядь волос на палец словно женщина.
на окне разводы от дождя.
это похоже на узор из журавлей
длинноногие текучие птицы
каменные надломленные камыши домов
гниющие лилии подъездов.
главное ничего не трогай
в этом страшном сне. притворись что ты гость."
Дмитрий Близнюк,все мы однажды подходим к окну,"все мы однажды подходим к окну
будто звери Африки к водопою
и неважно кто мы косули львы гиены
или другие
в каждом из нас есть дыхание
старых звезд.
глоток вечности
коротких вдох
выдох"
Дмитрий Близнюк,твоя деревня зимой - волчья полость,"твоя деревня зимой - волчья полость
занесенная снегом
рассеченная сказочным дровосеком
от копчика вокзала
до волчьей губы"
Дмитрий Близнюк,вот уже овраг и разрушенный бомбой магазин,"вот уже овраг и разрушенный бомбой магазин
от мороза слезятся глаза
замерзшая артерия реки в хирургических зажимах моста камыши - нитки разорванного шва
зимний лес как слабоумие
насквозь пронизан золотыми хрупкими спицами
лес забрался в твои
легкие
как маугли в стеклянный лифт
беги Лола беги
без оглядки как можно быстрей
зимнее небо. по небу
как сквозь сугробы утопая в снегах по грудь
медленно быстро ползет
анти-самолет
Cy"
Дмитрий Близнюк,и последняя ночь ты лежала на моей груди,"и последняя ночь ты лежала на моей груди теплый камень нагретый солнцем разлуки поваленная ураганом вышка
высоковольтной сети
провода-волосы тихо искрили
и я - земля под снегом твердая как бетон
я не горел.
мы любили на четверть
использовали друг друга два полубога.
прекрасное сотрудничество.
а может и по настоящему любили
кто знает?
на этой планете хищников и скоростей
никому и ничему не дают вырасти
до настоящих размеров."
Дмитрий Близнюк,"пока есть связь и жизнь - самое главное родные мои, я чувствую каждого.","пока есть связь и жизнь - самое главное родные мои, я чувствую каждого.
всем своим сердцем. каждым ребром. каждым взрывом. держимся.
держимся.
сейчас нет слов. только обломки, осколки, содранная кожа, агония прекрасного мира, который плавится.
я стараюсь писать без пафоса, без мата, лицемерия и ненависти. потому что нет слов, есть прослойка дыхания
под ней текут тягучие реки ужаса и ярости, и страха, и снова ярости, огненные леопарды перекусывают друг другу глотки, лениво и властно зевают, жутко растворяются сами в себе, как потоки текущей лавы
а под этим всем в темной пропасти будущего зреют настоящие слова,
новые слова, там, на глубине, они ждут своего часа, как подводные атомные лодки или киты, нет, все же киты.
киты умеют любить."
Олесь Григ,"Вот что значит «ни зги». Запах гари. Пальба, впрочем, реже вчерашней (ужель настрелялись?).","Вот что значит «ни зги». Запах гари. Пальба, впрочем, реже вчерашней (ужель настрелялись?).
Жалко тикают часики, словно мольба, в них еще при отце батарейки менялись ...
Харьков, вечер 03.03"
Олесь Григ,Сад как будто в дымке белой распоясался апрель.,"Сад как будто в дымке белой распоясался апрель.
Ночью бомбой не задело. Что там, в городе, теперь?.
Люди гибнут под бетоном, под металлом и огнем.
Я неделю не был дома. Не уверен - буду ль в нем..."
Олесь Григ,"То проснусь на час средь ночи, то ворочаюсь во сне.","То проснусь на час средь ночи, то ворочаюсь во сне.
Чорні брови, карі очі не приснятся больше мне.
Если что-нибудь и снится, так раскаты и гроза,
бомбомечущая птица, злые черные глаза...
18.04"
Олесь Григ,Рыжая Ира,"Стирают два дворника липкий налет, скрипя, со стекла лобового,
по улице рыжая Ира идет в апреле две тыщи второго.

Мы с нею дружили когда-то давно. - Садись, - говорю из салона,
покурим и вспомним с тобой заодно прогулки по харьковским склонам.

Ветшали дороги, каштаны цвели,
менялись из радио звуки,
а мы все катались, а часики шли
и, ясно, дошли до разлуки.

И где она, что с ней - хотелось бы знать
теперь, под бомбежками, днями.
Таких в наше время уже не сыскать,
с пожарного цвета кудрями.

Так пусть же останется точно такой,
с улыбкой, почти что святая!
Когда я отправлюсь на вечный покой,
тогда этот образ растает..."
Олесь Григ,Закат над лесом полосат свинец,"Закат над лесом полосат свинец,
разбавленный парчой.
И пенье птиц, и тут же «Град».
Под Харьковом далекий бой -

с той стороны. А мы пока бытуем
в мирной стороне.
Свинец, парча и облака
без них не удается мне..."
Виктория Григорьева,Как ты?,"Как ты?
- В подвале, забыв все понты

Вспоминаю молитвы, а ты?

- Собрала всю жизнь в чемодан.

Граница - вот весь мой план.

- Напиши, где тебя искать.

Хочу ж когда-то тебя обнять..

- Как ты?
- Склады терпенья совсем пусты...

Слышишь... выстрелы... Снова! О!

- Не бздеть. Работает ПВО.

- Как ты?
- Поеду куплю еды.

Дети ночью сильно кричат
С тех пор как начал херачить «Град»."
Виктория Григорьева,Как ты?,"Как ты?
- Кругом брошенные коты Наш поселок пустой стоит кормим ходим. Душа болит.
- Как ты?
- Я в Столице... своей пустоты.

Представь: все гуляют, в кафе сидят
Модничают."
Виктория Григорьева,Как ты?,"Как ты?
- Фашисты бомбят мосты

Запасам воды кранты
...Сообщению пять недель.
Злой Февраль превратился в апрель
Нет ответа. И Связи нет
мамочка. Мой ты свет."
Виктория Григорьева,Как ты?,"Как ты?
- Я? Париж. Приютили сваты

Разве знать я когда-то могла
Что его красота - как мгла
И живя на Монмартре, родной,
Больше всего я хочу домой.
Сегодня Душу, ее лоскуты
Сшивает только святое «как ты»
Нет давно никаких «привет»
Полутонов с февраля уже нет
Нету долбаных «да, но...»
Наши мирные гибнут давно
Нет оттенков у зла и тьмы
Оправданий нет у войны!"
Виктория Григорьева,KAK TЫ?,"KAK TЫ?
Перекличкою доброты
Стали эти святые слова
есть ответ - надежда жива
23.03"
Ирина Иванченко,Есть ли в небе кто живой?,"Есть ли в небе кто живой?
Я сниму ничейный угол.
Между морем и землей
пришвартован Мариуполь.
Чайки спят крыло к крылу на продавленном причале.
Я сегодня не умру, -
говорю себе ночами.
Чайкам, спящим у воды, снятся родовые гнезда.
Наши галочьи следы заметает хвост обозный.

То ли тесно меж людьми, то ли мы родимся позже,
то ли маятник любви покачнется в нашу пользу...

Смерть краснеет на юру, жизнью поймана с поличным.
Говорю себе привычно -
я сегодня не умру."
Ирина Иванченко,Все спешат на Вокзал. Даже тучи в Европу плывут.,"Все спешат на Вокзал. Даже тучи в Европу плывут.
Неужели случится и нам?
Неужели придется оставлять доморощенный свой,
домотканый уют,
где заботливой Паркой суровая нитка прядется?
Существует Италия только в рассказах друзей.
Затяни наважденье потуже,
как в талии - пояс.
Палиндромный мой быт: дом - аптека - подвал - Колизей
Колизей - дом - аптека и мимо промчавшийся поезд."
Ирина Иванченко,За оседлую жизнь не по силам назначена дань.,"За оседлую жизнь не по силам назначена дань.
Не в печной ли трубе удержать собираешься тягу
к перемене значений, мельканью названий и дат...
Пусть усталые люди на теплые камни прилягут.
Неужели и нам суждено,
Неужели и нам собираться сегодня велят милосердные боги...
К средиземным мирам, к чужеземным доплыть берегам,
как гадальные карты Европы - раскинуть дороги."
Ирина Иванченко,Между бомбежками она подметает подъезд:,"Между бомбежками она подметает подъезд:
«Уборщицы нет, что ж нам теперь, засраться?»
Вот он, безвиз в преисподнюю, виза без даты,
туда, где поздно огня бояться."
Ирина Иванченко,"Между бомбежками он охраняет вход в ближний подвал,","Между бомбежками он охраняет вход в ближний подвал,
где соседи снесли пожитки.
Вот он, Господний свиток, заветный свод о том,
что не стоит бояться любви и жизни."
Ирина Иванченко,"Нет окаянных дней и времен лихих,","Нет окаянных дней и времен лихих,
время - одно на всех холодком по коже.
Между бомбежками, Боже, пишу стихи.
Нет, опоздала, во время бомбежки тоже."
Ирина Иванченко,Светает. Стихло. Птичий гам укроет Киев одеялом.,"Светает. Стихло. Птичий гам укроет Киев одеялом.
Я различаю по глазам того, кто вышел из подвала.
Светло, как в детстве, по ночам от вспышек, падающих рядом.
Идет домой и ставит чай, и смотрит поседевшим взглядом.
Подвал - спасибо, что не склеп, есть сгусток безопасной зоны.
Он стар, но может резать хлеб в отряде самообороны."
Ирина Иванченко,Горит на страже Верхний Вал.,"Горит на страже Верхний Вал.
Болит Желань в районе сердца.
И я иду за ним в подвал, чтоб хоть немного отогреться.
И так не верится в тепле и тишине недолгой, звонкой,
что я живу не на земле, а в шаге от взрывной воронки."
Ирина Иванченко,"А теперь послушай о том, что из умных книг не почерпнут ни зверь, ни моллюск, ни птица.","А теперь послушай о том, что из умных книг не почерпнут ни зверь, ни моллюск, ни птица.
Ужас - тоже животное. Накорми, обогрей, приласкай, видишь, как он боится.

Вот он свернулся жгутиком в животе, лапки поджал, эмбриону души подобен.
Если ты помнишь, ужас приходит к тем, кто изначально чист и внутри свободен.

Потому что из тех, кто полон мороком и слюдой, ему ни за что не выйти, хрипя и тужась.
Он давно вошел в их тела, как к себе домой, ибо они и есть настоящий ужас.

А твой звереныш - просто защитный спам.
Всякую тварь Господь создает зачем-то.
Защити его и защитишься сам под несущей стеною плача, зарей вечерней."
Ирина Иванченко,"Здесь блаженная Юлия бродит страною чудес, просит десять копеек, зимою вот так же просила.","Здесь блаженная Юлия бродит страною чудес, просит десять копеек, зимою вот так же просила.
Вынимаю полтинник.

- Храни тебя Господи здесь.

И в молитве безумной нездешняя чудится сила.

- Видишь, плотник Иосиф готовит веселую смесь, в зажигательной схватке со смертью сойдясь, в хороводе.
Передай по цепочке: «Храни тебя Господи здесь».
И в безумной молитве есть место любви и свободе.

Нет, не все мы уехали, город не выедет весь за пределы земли, за блокпосты, за стены Софии.
И в репостах сирены: храни тебя Господи здесь, и в прощальных гудках поездов, и в священном эфире."
Ирина Иванченко,"За всех недотянувших, недолюбивших - молча и до дна.","За всех недотянувших, недолюбивших - молча и до дна.
Мы, как на Пасху, мыли небо,
когда закончилась война.

Мы платья легкие надели и стол накрыли всем двором,
и наши мертвые сидели напротив нас за тем столом.

Слова теплей, чем мех овчинный,
когда душа трещит по швам.
Не зря мы всю войну учили детей и внуков тем словам.

За тем, кто на чужбине горя хлебнул, мы слали корабли,
и возвращались из-за моря друзья, соседи, журавли.

Мы жили. Долгие недели была толокою страна.
И только песен мы не пели, когда закончилась война."
