author,title,text
Лена Берсон,"К теткам по маминой, кажется, линии","К теткам по маминой, кажется, линии:
Смуглой Марусе и светленькой Лилии,
Дом их в тенях кружевных и салфетках,
Где по утрам петухи нас бесили.
Нет ни Маруси, ни Лили сто лет как,
Знать бы тогда, что такое бессилье.
Чтобы они навсегда позабыли:
Кто мы такие, откуда, кем были."
Лена Берсон,"Чтобы забыли нас, кто мы такие","Чтобы забыли нас, кто мы такие,
Речь нашу, вспухшую в горле, как дрожжи.
Мы не вернемся ни в Харьков, ни в Киев,
Ни в Запорожье."
Лена Берсон,"О, расточительный как Дроссельмайер","О, расточительный как Дроссельмайер,
Киев с подарками в каждом кармане,
С тесным прощанием, как перед смертью,
Будто листвой, осыпаемый медью."
Лена Берсон,Жизнь уязвима под курточкой куцей,"Жизнь уязвима под курточкой куцей.
Что я могу для нее?
Не вернуться."
Лена Берсон,"Вот он, переверни его на бок","Вот он, переверни его на бок,
Не на этот, удобней на том.
В общем, делай как должно, как надо,
Пусть все будет как будет потом.
Жизнь мерцает под утро как стерлядь
То замрет, то забьется опять.
Делать нечего, нечего делать,
Только тяжкие сводки читать.
Он был в Киеве классе в десятом,
А потом никогда не бывал.
Он качался в плацкарте измятом
И от курева обалдевал.
Он придумывал как бы солгать так,
Чтоб не на день отстали, на пол
И пойти посмотреть, где Булгаков,
На Андреевский спуск, на Подол.
Он был счастлив не часто, не шибко,
Но еще бы хотел, если б смог,
Умереть за ""господские Липки"",
За Андреевский тощий снежок."
Лена Берсон,"Зачем мы здесь, напомни мне","Зачем мы здесь, напомни мне.
- Ну как!
Ходить гулять то в парк, то в зоопарк,
На санках в сад утрами быть влекомым.
- Но что прикажешь делать, боже, мне,"
Лена Берсон,Раз дом сгорел и санок больше нет,"Раз дом сгорел и санок больше нет,
Которые ржавели на балконе?
Изнанка дома - наш или не наш,
Отсюда мне отчетливо видна ж:
Бессмысленные тряпки, доски, пятна;
Интимные подробности не в счет,
Когда однажды ночью нас убьет
На той кровати, где уже не спать нам."
Лена Берсон,"Но подожди, а парк?","Но подожди, а парк?
Он был всегда,
Там красные кружили поезда.
Они же не живые! Неужели?
А что ж так больно, больше не могу,
Вагоны догорают на боку
Среди лошадок, сбитых с карусели."
Лена Берсон,"И объясни, но объясни всерьез","И объясни, но объясни всерьез,
Зачем уже ослепшему от слез
Подробности, входящие под ребра,
(Оно еще шевелится? Убей)
Что в обезьян, подобия людей,
Стреляют люди - божии подобья.
И вроде цвет у всякой крови ал,
И вроде плоть - все тот же материал,
Которого на всех с избытком хватит,
Но ядерный в глаза метется снег,
Когда в тебя стреляет человек
Не человек, а сын иван-кровати.
Потом лежишь на каменной земле
И все вот это, о добре и зле,"
Лена Берсон,"Так далеко, как плач ""давай уедем"".","Так далеко, как плач ""давай уедем"".
Ни пикассо не выдержит, ни босх.
Здесь больше никакая не любовь.
Наоборот. И что мне делать с этим."
Лена Берсон,"В темнейшие, темнеменьшие времена,","В темнейшие, темнеменьшие времена,
Все то, что ты можешь думать: война, война.
Все то, что ты можешь делать... да ни хрена.

На случай обстрела - полезней мешок с песком,
Чем тело мое с коснеющим языком,
Который уже не мелет ни на каком.

Родимая речь, все та же (не та, не та),
Роднит нас не больше пены у края рта,
Наличия пальцев, наличия живота.

Привычная, присосавшаяся как клещ,
Ты лучше бы стала невнятная немтыречь,
Чем биться в ушах: стреляй, убивай, калечь.

Шуршала бы ты не громче золы в костре,
Дождя по оконной бреши, дверной дыре,
Травы на сожженном во имя твое дворе."
Лена Берсон,"Бабушка из Мелитополя,","Бабушка из Мелитополя,
Бабушка из Мариуполя.
Хорошо, что обе вовремя,
Хорошо, что обе умерли."
Лена Берсон,"В сорок первом, ранней осенью,","В сорок первом, ранней осенью,
По реке клейменых, меченых,
Как одна бежала, господи,
С тяжким пузом восьмимесячным,

Как другая - вместе с девочкой
По земле еще не выжженной
Перла тачку самодельную
Со свекровью обездвиженной.

Ничего-то им не сделается.
Пусть гуляют под оливами.
Спасшие себя и деточек,
Уцелевшие, счастливые.

Пусть сквозь изгородь небесную
Нас не ищут (внуки? дети ли?).
Мы ни бе ни ме не беженцы,
Понятые и свидетели."
Вадим Жук,"Стишки мои - спичечная рогатинка, паутинка","Стишки мои - спичечная рогатинка, паутинка,
Страна моя непроходимый лес.
Думы мои горькие, совесть моя украинка,
Стоящая среди стали, летящей с небес.
Отец мой учился мудрости в хедер-школе,
Растил Лобановский футбольных звёзд,
Турбины булгаковские жили на Подоле,
Бегал в театр Юра Рост.
Любили жинки, рожали мамки,
Днепр от любви становился синей,
Чтоб забирали в чёрные рамки
Фото здоровых и сильных парней.
Стишки от безумия не лекарство,
Знай мой трижды не мой президент.
Если Украина иностранное государство
Я четырежды иностранный агент.
Стишки мои - спичечная рогатинка, паутинка,
Страна моя чёрный медвежий лес.
Думы мои горькие, совесть моя украинка
Среди стали, летящей с небес."
Вадим Жук,"Пролетают снежинки, похожие на мошкару","Пролетают снежинки, похожие на мошкару,
Бьют ракеты, ведут разговор батареи.
Залежались евреи, загостились вы в Бабьем Яру,
Просыпайтесь, евреи.
Поглядите вокруг, да вернутся в глазницы зрачки,
Убедитесь, убитые, мир по-прежнему страшен,
Проверяют, евреи, насколько крепки
Холокосточки ваши.
Тут весна наступает. Гуляки придут на Подол.
Воробьёв заполошное солнце согреет.
Мир без вас съехал с глузду. С катушек сошёл.
Просыпайтесь, евреи"
Вадим Жук,"Умерло дерево, ветки обвисли","Умерло дерево, ветки обвисли,
Слова и семена склевали куры.
Не было никакой русской культуры.
Не надо Достоевского! Чёрт с ним ненавистником.
Никогда его не было в мире!
Часы и века остановились.
Оставьте мне только фразу Порфирия:
Вы и убили-с"
Вадим Жук,"Долго, сказали вы, Жить надо в России долго.","Долго, сказали вы, Жить надо в России долго.
Весь состав головы
Бедной моей раздолбан.
И никто не отвертится!
Кончились тары-бары.
В сердце, в сердце, в сердце
Точечные удары.
Спать бы без всякого просыпа, Жутко мне, зябко; колко.
Как мне молиться, Господи?
Долго! Зачем мне долго?"
Вадим Жук,Над пропастью среди сожжённой ржи,"Над пропастью среди сожжённой ржи,
В долине солнечной с бетонными ежами
Остановилась наша жизнь,
Как лифт застрявший между этажами."
Вадим Жук,Так напророчен в памятной строке,"Так напророчен в памятной строке,
Так жутко сохранённый временами,
Идёт за мною и за всеми нами
Тот сумасшедший с бритвою в руке."
Вадим Жук,"Ты, живущий в высокой башне","Ты, живущий в высокой башне,
Сделанной из бивней белого слона,
Не отличающий сегодняшний и вчерашний,
Знай - ты воюющая сторона.
Ты, скупающий банки и крупы,
Чтоб завтра семья не была голодна.
На тебя безглазые смотрят трупы.
Ты - воюющая сторона.
Ты, умолкнувший, ты, молчащий,
Ты, шепчущий ""Не моя вина"".
И на тебя найдутся волчищи в чаще,
Ибо ты - воюющая сторона.
Ты со своим ненасытным стаканом,
Всё посылающий на и на.
Тебя разбудят твои тараканы:
Ты тоже воюющая сторона.
Ты - со своими строками горячими,
У тебя открыты и грудь и спина.
Ты здешний. Не вне и не над. И значит,
Ты воюющая сторона."
Хармс,Я пришёл из Союза художников.,"Я пришёл из Союза художников.
- А не вы ли брали заложников,
И писали портрет бандита?
- Ни за что!
- Хорошо, проходите.
- Из Союза я театрального
- А не вы травили Навального,
Пели в голос в лад с Лужниками?
- Я? Да я же двумя же руками!"
Хармс,Осторожнее с нами голубами,"Осторожнее с нами голубами,
С многопенными нашими клубами.
Мы войдём в состав делегации,
И представим в Киеве нацию,
Мы же и принесём покаяние,
Как убогому подаяние.
Мы же вечные, неистребимые,
Мы ж глубинным народом любимые,
Будут снова в опале опальные,
А в фаворе профессиональные...
И покроют нам плечи паучьи
Шубы новенькие бурундучьи."
Хармс,СО МНОЮ ВОТ ЧТО ПРОИСХОДИТ,"СО МНОЮ ВОТ ЧТО ПРОИСХОДИТ
Мой внук орудие наводит
На города земли чужой.
Куда ракета попадает
Об этом он и знать не знает,
Он щи с черняшкой доедает
У бодрой кухни полевой."
Хармс,Со мною вот что происходит,"Со мною вот что происходит,
Мой друг газетой верховодит,
Она была других газет
Острей, живей и либеральней.
А нынче с рожею охальной
Со зверьей выходкой наскальной
Грозит планете буквой Z.

Со мною вот что происходит,
Мой ученик коня выводит,
Кладёт в седельную суму
Бутылку, джезву, пару книжек,
Игрушки для своих детишек,
И только б дальше, ниже, тише
Бежит с оглядкой на тюрьму.

Со мною вот что происходит,
Диджей мне музыку заводит,
Не мне - для всей моей страны!
В крови солдатские ботинки,
В крови берёзки и осинки,
В крови калинки и малинки.
Легко ль тебе лежится в цинке?
Где пели свадьбы- там поминки.
Горит и корчится пластинка
ХОТЯТ ЛИ РУССКИЕ ВОЙНЫ?"
Хармс,"Ах, неужели отчизна","Ах, неужели отчизна
Андрея Рублёва,
И Феофана, как вы понимаете,
Грека,
Может так грубо попрать основные основы
Из декларации прав, например, человека?"
Хармс,"Ах, неужели, и Чехов и Пушкин, Чьим мы наследием дышим практически,","Ах, неужели, и Чехов и Пушкин, Чьим мы наследием дышим практически,
Тоже смогли бы дитя и старушку,
Как-то обидеть негуманистически?"
Хармс,Нет! По проложенным танками,"Нет! По проложенным танками
Тропкам и помня, кем счастье подарено,
Будем гулять мы с Каштанками,
Или с Татьяною Лариной."
Хармс,"Ну, а Чайковский?","Ну, а Чайковский?
- О чём вы? Естественно!
- А Шостакович?
- Да каждою клавишей!

Мы всю планету завалим оркестрами,
Звонкую родину нашу прославивши!
Всё у нас будет прекрасно и заново,
Мир расцветёт в камышах калашовых,
И полетит над планетой Уланова
В бронештанах и в балетках кирзовых!"
Хармс,Сиди и жди. Пока мешочник март,"Сиди и жди. Пока мешочник март
Уносит жизни, как пустую тару.
Сиди-гляди, как исчезают с карт
Фасады, кошки, девочки, бульвары.
Эзопов труд. Сизифов труд,
Глас вопиющего в Сахаре."
Хармс,"Сиди и жди, пока в муку сотрут","Сиди и жди, пока в муку сотрут
Тебя помытыми чекистскими руками.
Ведь ты же ничего не можешь? Ничего.
Кроме того, что ты не можешь.
Сиди. Встречай улыбкою его,
С тебя сдирающего кожу.
Сиди, пока не вмерзнешь в лёд, в цемент,
В кровавую расползшуюся жижу.
Успей сказать: Мой президент!
Он обязательно услышит.
Сейчас он ждёт Победы Дня,
Он обещаний не нарушит.
Он в Апокалиптической конюшне,
Он выбирает пятого коня."
Хармс,Генерал Шаманов,"Генерал Шаманов,
С лицом, похожим на сырой рытый бархат,
Весь в складках нашивках колодках,
Никогда не слышавший Баха
И даже Россини.
Некогда обмывший в водке
Звезду героя России,
Предрек новый этап
Специальной операции:
Освобождение Одессы.
Мам от пап.
Стариков от старости, детей от детства, Девушек от парней.
Ипподром от коней."
Хармс,Платанов от акаций.,"Платанов от акаций.
Бульвар от сизых стай.
От Ильфа Петрова Катаева
Жванецкого Карцева Ильченко Водяного
Этап будет удивительно новый.
Стальная гадюка
Ужалит в ногу Дюка.
И эйзенштейновский мальчик,
Прыгающий по ступеням потемкинской лестницы,
Выпадет под ноги танку.
И танкист не перекрестится"
Хармс,На полу Алексей Толстой —,"На полу Алексей Толстой —
""Пётр Первый"".
Запах чужой и густой
Табака и спермы,
На полу Михайло Коцюбинский —
""Фата Моргана"".
Среди посуды побитой
Девушка Ганна.
Кефир ""Галичина""
На синей скатерти мятой.
Сегодня у Ганны был первый мужчина,
Четвёртый и пятый.
В сжатой ладони клок
Волос, как шерсти собачьей.
Она смотрит на потолок
Хочет заплакать. И не плачет."
Анна Шур,Ереван,"Назову тебя братом и прокляну
Закидаю бомбами, подожгу амбары
А своим скажу, что ты начал войну
А своим построю поуже нары

Назову тебя братом и отберу
Дом, собаку, ребёнка, жизнь и поле
А своим скажу - лучше я умру
Чем позволю брату уйти на волю

А мои-то что? Дома все, в тепле
Верят каждому слову, мои бомбы славят
Кто не верит - пусть повисят в петле
Или пусть со свистом отсюда валят

Из чужих окон мне кричат окстись
Пожалей детей, весь их мир поломан
А мне пофиг всё, мне всё заебись
Что до мира мне? Все мои-то дома

Дом великоват, бедноват и стыл
Облупилась краска и ветер свищет
Загоню я брата сюда шоб был
Заживём все вместе на пепелище"
Аля Хайтлина,Слово,"В светлой комнате пахло лекарствами и смородиной,
Приходила кошка мурлыкать на покрывало.
Бабушка говорила про слово ""родина"",
Ордена свои доставала.

Говорила о том, как шагали за эту родину,
Говорила о том, как считали каждую крошку,
Но ведь бабушка - вот она с кошкой сидит и вроде бы
Это страшно, но понарошку.

Это страшно, но ведь сугробы почти растаяли,
Это значит, что скоро будет большое лето,
И глаза у кошки - щёлочками янтарными,
Словно бабушкины браслеты.

Больше нет ни весёлой комнаты, ни смородины,
То есть - есть, но не та, а как смесь кислоты с водою.
И куда-то делось страшное слово ""родина"",
Это, бабушкино, святое.

По сугробным лужам шагая, глаза отводим мы,
Непонятное горькое слово в губах катая,
Нет, букварь, расскажи, чем заканчивается родина
Та, с берёзками, золотая."
Аля Хайтлина,Будет лето - оно осталось большим и шёлковым,"Будет лето - оно осталось большим и шёлковым,
Пусть мы все его проживём, попрошу о малом.
Кошка смотрит на суету янтарными щёлками
И взлетает на покрывало."
Аля Хайтлина,Четвёртый день,"Человеку внутри меня двадцать пять недель,
Двадцать пять недель я и хлеб ему, и постель.
И когда я сейчас рыдаю или кричу,
То чему я его учу?

Человеку внутри метро вот уже три дня,
Он не знает света, но знает запах огня.
Он лежит на полу, на пледике, а вокруг
Столько глаз и рук.

Человеку в убежище стало недавно пять,
Он уже научился в нужный момент молчать
И не ныть ""мама, мультик"" и ""это не та еда"",
Дети быстро учатся, да.

Мне плевать, сколько лет человеку внутри кремля,
Но тотчас же должна расступиться под ним земля,
И в том месте, где это, надеюсь, произойдёт,
Ни один росток не взойдёт.

Пусть слюна его станет мылом, а кровь дерьмом,
На надгробье его напишут ""и поделом"",
Ну, а дети - пусть дети снова сумеют ныть,
Это будет конец войны."
Аля Хайтлина,"Десятые сутки Пшемышль, Хребенне, Жешув.","Десятые сутки Пшемышль, Хребенне, Жешув.
Безликие длинные списки детей и женщин,
Но ты приглядись - на крошечный миг на самый,
Оттуда смотрят Олеси, Жени, Оксаны.

Замёрзшие дети - тихие, словно мыши.

- Куда вы сегодня?
- Наверное, на Пшемышль.
- Мы вышлем машину, пожалуйста, не теряйтесь.
Замёрзшие дети с усталыми матерями.

Из города Львова едет семья с котами
А вот из Полтавы - надеюсь, что с паспортами.
И что говорить, как выбрать слова тебе, им?

- Мы будем в Хребенне. Нас вывезут из Хребенне?
- К вам выедет Петер.
- Выслали, скоро будет.
- А нас не забудут? Найдут, приютят, разбудят?

И ветер холодный в трубке, как нож, скрежещет.

- Вы слышите - Жешув. Езжайте скорее в Жешув.
- Мы едем.
- Мы встретим.
- Пишите.
- Мы вам напишем.

Десятые сутки Жешув, Грушив, Пшемышль.
Трёхлетние щёки обветрились на морозе.

- Дежурные, мы ведь вывезем?

Мы вывозим."
Аля Хайтлина,"Тратата, тратата, Мы везём с собой кота,","Тратата, тратата,
Мы везём с собой кота,
Чижика, собаку.
Главное - не плакать."
Аля Хайтлина,"Это те, кого, если встретишь на улице, нужно скорее сваливать,","Это те, кого, если встретишь на улице, нужно скорее сваливать,
Те незнакомцы, с которыми мамы запрещали нам разговаривать.
Потные руки, в метро в час пик хватающие за колено,
Подростки на даче, которые меня трёхлетнюю заставляли трогать их члены."
Аля Хайтлина,"- Но есть же другие - пищали мы другие, со светлыми лицами!","- Но есть же другие - пищали мы другие, со светлыми лицами!
Тот, кто по-настоящему смел, бьёт монстров, а не боится их,
Не заслоняется цифрами и таблицами.
- Чего ты боишься, малыш?
- Боюсь бабушки и полиции."
Аля Хайтлина,"Это те, от кого когда-то с тобой бежали мы,","Это те, от кого когда-то с тобой бежали мы,
Эти - вооруженные антискрижалями:
Воруй, убивай, насилуй тех, кто слабее,
Если нашёл непохожих - бей их.
Непохожих, чьи двери были для нас раскрытыми,
Этих, с гитарами, книжками и гастритами,
Приходишь к ним и тихонечко просишь - спой-ка,
Белое золото, тоненькая прослойка."
Аля Хайтлина,"Посидишь у них, наберёшься весёлой придури,","Посидишь у них, наберёшься весёлой придури,
Соберёшься, выйдешь и слышишь:

- Эй, вы там, пидоры,

Закурить не найдётся? Да стой, мы пока не тронем.
Те, чей мир был ещё до рождения похоронен.
То, чего боялись мы, от чего мы с тобой уехали,
Перестали бороться, стали просто прорехами,
Не смогли спасти ни голубя, ни кота.
И по контуру сгущается темнота.
Темнота идёт тошнотворной волною ужаса,
Ты пытаешься спрятаться, скрыться, но как ни тужишься,
Ни единого шага сделать не удаётся.

- Чего ты боишься, малыш?
- Боюсь смерти на дне колодца,
Что ты скажешь ему, человек со светлым лицом?
Что споёшь ему, лежащему перед крыльцом,
Глядящему из-под длинных ресниц в пропавшее, неживое?
Ничего я ему не спою.
Я вою."
Аля Хайтлина,"Те, кто решили этой весной рождаться,","Те, кто решили этой весной рождаться,
В ней собирались смеяться и наслаждаться
Прыгали в животах, не могли дождаться,
Где же ты, где же?"
Аля Хайтлина,"Братца, что этой весною сумел родиться","Братца, что этой весною сумел родиться,
Мама назвала Яриком, а сестрицу
Как же? Надеждой.
Оба явились в одну из тяжёлых ночек
Ярик был очень маленький, как щеночек,
И не заплакал, а запищал сначала.
А вот Надежда - эта была большая,
Брата толкнула в сторону, не мешай мол,
И закричала.
Так закричала, что стены враз задрожали,
Так, что собаки уши к щекам прижали,
Так, что мамаши, что в том же углу рожали,
Тут же родили.
Так, что враги задохнулись там же, где спали,
Танки покрылись ржавчиной и распались,
Швы прохудились.
Главный проснулся в кошмаре и крупной дрожи,
Хочет уснуть, пытается, но не может,
Пот с него градом.
Будто бы стены смыкаются, как в подвале,
Будто кричит ребёнок на покрывале:
Вам тут не рады.
Так уходите подобру-поздорову,
Не приносите горя чужому крову,
Надя кричит и щёки её багровы,
Ярик бормочет.
Будет весна - красивая, как и прежде,
Будет надежда, ведь где-то кричит Надежда,
Ест и хохочет."
Катя Капович,"Женщина тащит рюкзак, ужас в застывших глазах, мальчик ведёт двух собак, сумка и скрипка в руках.","Женщина тащит рюкзак, ужас в застывших глазах, мальчик ведёт двух собак, сумка и скрипка в руках.

Катит мужчина тележку в старом пальто нараспашку, в ней всё лежит вперемешку: Библия, вещи, дворняжка.

Бабка и внучка Натаха тянутся в поле пологом, виснет шлагбаум, как плаха, с Богом, любимые, с Богом!

Мерзнет старик в одеяле, хутор его разбомбили.
Что он бормочет в печали?
""Лучше б лежать мне в могиле!"""
Катя Капович,"Это уже, извините, что-то за гранью сознанья.","Это уже, извините, что-то за гранью сознанья.
Снега бесцветные нити видят они на прощанье.
Труп, у дороги сидящий, тут в двадцать первом столетье,
лучше расскажет, чем ящик, что происходит на свете."
Катя Капович,"И мысленно входишь ты в те времена, где пули заместо дождей,","И мысленно входишь ты в те времена, где пули заместо дождей,
где падает бывшего дома стена,
где женщины прячут детей.

Где девять отцу и где матери семь,
и кружится аэроплан со свастикой на фюзеляже над всем,
где поезд идёт в Киргизстан."
Катя Капович,"Вновь в аэроплане убийцы лицо,","Вновь в аэроплане убийцы лицо,
течёт тонкой струйкой огонь.
Не курицы ль раньше здесь было яйцо,
что с детства глядим это сон?"
Катя Капович,"Земля Украины в кольце чёрных войск,","Земля Украины в кольце чёрных войск,
снаряды летят сверху вниз на Киев, на Харьков, Ивано-Франковск,
и некому молвить: ""Проснись!"""
