author,title,text
Ольга ВОРОНОВА,"Время ""Че"", время ""Z"" и ""V"" -","Время ""Че"", время ""Z"" и ""V"" -
Путь от ненависти к Любви.
Снова - в венчике алых роз
Воин Света - Иисус Христос.
В этой битве - Христос за нас -
За Россию и за Донбасс.
Не простит Он убийц детей, Горе стареньких матерей.

И Бандеру из рода в род.
В веки вечные проклянёт.
Правде - сила, как свет, нужна,
Ведь святая идёт война,
Потому время ""Z"" и ""V"" -
Путь от ненависти - к Любви!"
Сергей ГЛОВЮК,ЭКЗАМЕН ПО РУССКОМУ,"Язык, язык мой, не покорный русский! Не в тренде ты, со всех сторон хула.
мол у тебя словарный слишком узкий, шипят спецы из каждого угла.

Ты не практичный, слишком своевольный,
и слишком тяжело тебя учить.
Не знаешь экономикс и политикс,
тебя бы надо чем-то заменить.

Ты не пройдешь экзамен их егешный,
поэтому в Европу ни ногой!
Там языки гламурны и успешны,
а ты не тот, не нужный, ты другой...

Испанский есть, голландский, есть французский,
и англосаксы, где-то вдалеке.
Но в сорок пятом, на рейхстаге, надписи
на Русском!
И ни одной на вашем языке!"
Надежда ДРОБЫШЕВСКАЯ,ПОСВЯЩЕНИЕ,"Герою России
Нурмагомеду Гаджимагомедову
Я не знала тебя, герой,
И не видела твою мать,
Но когда за других ты горой...
Жизнь готов был свою отдать...
И отдал...
Знаю, горько рыдает мать...
Безутешна жена твоя,
Кто свою молодую стать
Под вуалью спрячет, скорбя...
Не увидишь ты горьких их слёз,
Не понянчишь малышку свою,
Не споёшь, ни спасёшь от грёз -
Ты в далёком от них краю...
Но ты в списках героев навечно,
Ведь тебя так отец воспитал,
Ни мажором, гулякой беспечным,
А героем - таким ты и стал...
Смерть ты принял за правое дело,
Защищая детей, стариков,
Чтобы впредь ни одна тварь не смела,
Унижать их, лишать светлых снов...
Чтоб не слышали дети разрывов,
Чтоб отцов не теряли, друзей...
И чтоб небо, как в синь глубину опрокинув,
Тишиной разлилось над планетою всей..."
Надежда ДРОБЫШЕВСКАЯ,ДЕВОЧКА ДОНБАССА,"Маленькой девочке хочется кушать,
Маму зовёт, только мамы уж нет...
Плач её взрывы ракетные глушат,
Сыро в подвале, не падает свет...
А из одежды на ней только платье,"
Надежда ДРОБЫШЕВСКАЯ,Да на плечах старый мамин платок...,"Да на плечах старый мамин платок...
И в забытье, словно в мамы объятья,
В него завернулась, свернувшись в клубок...
Когда стало тихо, девочка встала,
Открыть попыталась тяжёлую дверь,
Но вдруг испугалась, так страшно ей стало:
«А если за дверью той прячется зверь?..»
Но тут дверь открылась. От яркого света
Девочка в страхе прикрылась рукой,
Ну, а солдат в темноте не заметил
И дверь собирался закрыть за собой...
Девочка, к двери рванув что есть мочи,
И в полный голос, все силы собрав,
Крикнула: «Дядя, замёрзла я очень,
Кушать хочу! Я внизу, здесь подвал...»
Руки солдат протянул к той девчонке,
И от рыданий немых весь дрожа,
Поднял на руки он детский комочек
Нежно к груди её тельце прижав...
Так он и шёл через город разбитый
Русский солдат, всю вместив в себя боль,
Девочки той, что нашёл средь убитых,
Навеки запомнившей горечи соль..."
Надежда ДРОБЫШЕВСКАЯ,РОДИНА,"У каждого есть Родина своя:
Чеченца, русского, словака...
И любим мы свои края,
И даже, если было всяко...
Ведь Родина - она одна, -
Лишь там, где суждено родиться.
Где мама ждёт нас у крыльца,
Где хочется из родника напиться.
Где кажутся хлеба вкуснее,
Сметана гуще, слаще щи...
И не найти нам мест милее -
Ищи по свету, не ищи...
Её мы можем поругать,
Словцом солёным «приласкать»,
Но всё же, Родина, как мать,
А разве можно мать предать?.."
Валентина ЕФИМОВСКАЯ,ВРЕМЯ «Z»,"В начале было Слово - Мысль без звука,
И воцарился во Вселенной Свет.
К Первообрдзной тяготеет буква -
Метафизическая греческая Z -
Как символ приношенья Богу жертвы
И курс координаты бытия,
Как объявленье аду часа смерти
И знак архистратигова копья.
Архангел Михаил - небесный воин -
В конце времен повергнет Сатану.
А ныне наши русские герои,
Осуществляя время «Z» любовью,
Победный путь с кровоточащей болью
Торят через кромешную войну."
Валентина ЕФИМОВСКАЯ,ЗАСАДНЫЙ ПОЛК,"Не прекращается война.
Сдаем духовные высоты.
Соль жизни кровью солона.
Бьют в русскость вражьи доброхоты.
Власть предержащим надо б знать Засадный полк решает битву:
Мобилизуйте верных рать
С оружьем слова и молитвы.
Поборем ложь и смрадный визг
Любителей греха и бреда.
Победа правды и любви -
Кровопролитная Победа."
Валентина ЕФИМОВСКАЯ,Литературы русской глас,"Литературы русской глас -
Созвучен Божией стихии.
В сраженье с адом бросьте нас -
Писателей, родных России."
Нурислан ИБРАГИМОВ,Украина!,"Украина!
Дай Бог тебе силы
Осознать в этом торжище зла,
Что душою от Божьей России
Падшим ангелом ты отошла.
Украина, опомнись, родная,
А потом разберем, чья вина!
Не гражданская, не мировая,
Это братская наша война.
Тьма безвидная - будет ли утро,
Если столько в душе нелюбви?
Нет у Бога ни русов, ни укров,
Все мы чада Христовой крови.
Все мы плоти Его причащались,
И молились иконам одним,
Но брат с братом в бою повстречались,
На распятье спасенные Им.
Как разбить преткновения камень,
Чтоб он наших сердец не губил,
Чтобы вечно не каялся Каин,
Чтобы Авель, как агнец, не был?

Карту мира война раскроила
Поперек, словно саван, и вдоль.
Не окраина ты, Украина,
Ты теперь в самом сердце, как боль!

Украина, ты рана сквозная,
Ветер западный хлещет в нее,"
Нурислан ИБРАГИМОВ,"Кто сбивал тебя с толку, мы знаем,","Кто сбивал тебя с толку, мы знаем,
Чье в руках твоих знаем ружье.

Все народы сплотила Отчизна,
Мы пришли на рубеж огневой
Сбросить черную маску фашизма
Со святого лица твоего!"
Андрей КАНАВЩИКОВ,ГРАФИК ПОДВОЗА ВОДЫ,"Пустынные улицы. Пообщаться не с кем.
Бежит собака и та - молчок.
«График подвоза воды в Донецке» -
Простой бумажный висит клочок.
Бьют по больницам нацисты, по школам, Бьют по котельным, детским садам...
Скоро терпение кончится, скоро...
«Аз есмь возмездие, и Аз воздам...».
Вода привозная. На улице Козыря, На улице Шутова - до четырёх.
Нацисты гордятся обстрелами грозными,
Но выдержим, сдержим последний свой вздох.

Скоро починим, поправим, достроим...
С нами Россия и русский народ!
Хватит насилия, злобы и крови,
Нужен вначале водопровод.

Жить нужно просто, открыто, по-детски,
Рядом ремонтник идут и солдат.
«График подвоза воды в Донецке» -
Музейный почти что уже экспонат."
Андрей КАНАВЩИКОВ,ВОЛНОВАХА,"Мыкола не желает драться,
Войне клок белого - взамен.

- Ты что, Мыкола, хошь сдаваться?

Вот только хрен тебе - не плен.
Избили, после приковали
Беднягу за ногу к столбу."
Андрей КАНАВЩИКОВ,Ещё смеялись: «Не в подвале». Прикладом стукнули по лбу.,"Ещё смеялись: «Не в подвале». Прикладом стукнули по лбу.

Мыколу пристрелил Виталя, Их старший, нацик, правосек.

- Сдаваться русским? Не заставишь!

Упал Мыкола в серый снег.
Лежали рядом тряпки белой
Обрывок, каменный кругляш...
Всего поверх - Мыколы тело.
Невзрачный. Щуплый. Камуфляж.

- Героям слава! Встать, тупицы!
Раздался клич, и миномёт
Вновь понесли к стене больницы
Из-под прикрытия он бьёт.

«Стрелять в своих?! - твердил Мыкола,
Зачем стрелять, я не пойму».
Лежит убитый возле школы
Боец пехоты ВСУ.

И не поймёт - судьба такая:
Лежать средь преданной земли.
Таких, как он, идут, спасая,
Идут ребята-москали.
12 марта 2022"
Андрей КАНАВЩИКОВ,Для других выкладывала душу,"Для других выкладывала душу,
Если бой, то, значит, с нами в бой,
Наша Катя, Катенька, Катюша
Звали её на передовой.

Нет её красивей и известней,
Нет душевней - валит наповал,
И не зря её неспетой песней
Не один боец именовал.

С ней хотелось повидаться снова,
Если увидал - легка, быстра
Прапорщик Катюша Иванова -"
Андрей КАНАВЩИКОВ,"Фельдшер, человек и медсестра.","Фельдшер, человек и медсестра.
Добиралась в госпиталь машина
В этот день. Попали под обстрел.
И Катюша для себя решила:
Не погибнет, кто остался цел.
А разрывы ближе, ближе, ближе...
Вёл обстрел нацбатальон «Азов».
Катя, Катенька, неужто ты не слышишь,
Как подходит бесконечный сон?

На пути до госпиталя долгом,
Катя, раненого телом заслонив,
Вдруг упала вниз - в груди с осколком,
Ну, а раненый остался жив.
«Расцветали яблони и груши...».
Жизнь, Весна - сегодня и вчера.
Наша Катя, Катенька, Катюша,
Наша песня, наша медсестра."
ZHAK ZOPPO,"В детстве смотрели кино в гарнизоне,","В детстве смотрели кино в гарнизоне,
Герой чёрно-белых лент, не цветных,
Боролся за правду и знак его - 
Зорро, Бандитов пугал и прохвостов любых.

Он появлялся почти ниоткуда,
Он побежал, нёс свободу и честь,
И знак оставлял: дескать, не было чуда,
А он это - Зорро, смотрите, как есть.

С детства уроки усвоили чётко
Мальчишки вчерашние с этим кино:
Не надо бояться ни силы, ни чёрта.
А если пугает, то только одно.

Вытерпеть можно житейские хмари,
Но несправедливость - высшая ложь,
Словно старуху больную мытаришь,
Словно ребёнка бессильного бьёшь."
ZHAK ZOPPO,Так Украина всерьёз заболела,"Так Украина всерьёз заболела,
Начала гнить - шаг, ещё один шаг...
Вроде привычное видится тело,
Только коричневой стала душа.

Вылезли нацики, вылез Бандера,
Вылез Шухевич, вспыхнул Донбасс,
Даже одна православная вера
И та разделилась на «этих» и «нас».

Нужно лечить! Сохранять то, что свято,
Лучшее всё - от людей и земли,
Пока дуболомы по планам из НАТО
Ядерной бойни не разожгли.

Сила - лишь в правде. Насилье - бессилье.
Любят не криком, об этом трубя.
Не с Украиной воюет Россия,
За - Украину, как за себя.

За украинцев - чтоб видели зорко,
Кто друг им, кто враг в эти хмурые дни.
Рисуют солдаты такой же знак Зорро,
Как видели в фильме далёком они.

Осталось вот это в какой-то подкорке:
Герой и победа, и «Z» - как пароль.
Детали - неважны, намёки, приколки,
Герой торжествует и в этом вся соль!"
ZHAK ZOPPO,Запомнилось навечно это,"Запомнилось навечно это:
Всем русским было не до сна,
Когда в канун Большого Лета
Открылась Крымская Весна.

Всё было. Жёстко и жестоко.
Проверка павшим и живым.
Но только плакал Севастополь"
ZHAK ZOPPO,"От счастья, как и братский Крым.","От счастья, как и братский Крым.
И видел всё мальчишка Юра, Когда великая страна
Себя кроила в грозных бурях, Приняв всё должное сполна.

Наш Юра вырос, стал танкистом.
И вот однажды, как-то раз,
«Z» на броне возник, и быстро
Их перебросили в Луганск.

По Юре Нимченко заметно:
Он горд, что выпало ему
Свой крымский дух свободы, света
Внести в нацистскую тюрьму.
Их танк поджёг три вражьих танка.
На утро - тройку БТР,
Шесть танков - новая добавка.
«Твой экипаж всем нам пример!».
Танк Нимченко стрелял наотмашь.
Всё точно в цель. Заметил тот:
«Я - крымский парень, и народ наш
Весною Крымскою живёт!».
Весна - в душе, Весна - в природе,
Вся Украина в той Весне,
Пусть трудный путь к Весне той пройден,
Навеки нам остаться с ней!"
ZHAK ZOPPO,Бьют по городу ракетой,"Бьют по городу ракетой -
Пятьдесят внутри кассет.
Есть ли совесть или нету?
Ясно: совести здесь нет.
В соцсетях замельтешили:
Собираемся скорей,
Будем требовать решимость"
ZHAK ZOPPO,От солдатских матерей.,"От солдатских матерей.
Место сбора всем известно:
Власть сидит в Донецке там,
И несло молву, как тесто,
По продажным соцсетям.

Собирали массу эту,
Одновременно - тайком
Приготовили ракету,
Чтобы бахнуть в Главный Дом.

Чтоб родных в крови искали,
Чтоб стонали все от бед,
Для нацистов кровь людская
Самый лакомый предмет.
«Точкой У» влупил по центру
Укросброд в двенадцать дня,
Бьют цинично и прицельно,
На своих не жаль огня!

Вот такая вот петрушка:
Если нацикам капут -
Бьют по мирным людям пушки
И ракеты тоже бьют.

Только нет в Донецке страха,
Нет желанья охать, ахать.
Боже, мстителей прости,
Сохрани нам душу, разум,
Чтоб нацистскую заразу
Нам под корень извести!"
ZHAK ZOPPO,Трупы перед прессой разложили,"Трупы перед прессой разложили
В чёрные мешки аж в два ряда.
Камеры включили.

- Эй, служивый,
Подойди, пожалуйста, сюда."
ZHAK ZOPPO,Нацик хорохорится:,"Нацик хорохорится:
— То - вата
Мирных покрошила в их домах,
Танки русских били по санбату
И по хатам, сея боль и страх.

Вся русня - лишь варвары и звери, —
Распалялся нацик. Только вдруг
Камера мешок взяла у двери
И дымок отчётливый вокруг

Оказалось: всё - инсценировка,
Трупы - имитация и вздор.
Вроде всё обговорили ловко,
Но без курева не выдержал актёр.

Задымил курильщикам на зависть.
Плюнул режиссёр понур и хмур.
«Трупы» из мешков повылезали.

- Новый дубль.

А прежде - перекур.
17 марта 2022"
ZHAK ZOPPO,"Госпиталь. Лежачие привстали,","Госпиталь. Лежачие привстали,
Все десантники - проверенный народ.
«За отвагу» генерал медали
Им вручает, крепко руку жмёт.

Капитан Казак - с тяжёлой брани,
Под Гостомелем настигла вдруг стрельба,
Казаков - сержант и там же ранен,
Рядом койки, рядом и судьба.

Улыбнулся генерал:

- Сильнее ран ты.

Вы, ребята, каждый хоть куда.
Казаков, Казак - лишь варианты
Одного российского гнезда.
Богатырь! Хоть внешне и не броски,
Ни один не отыскать изъян!"
ZHAK ZOPPO,Все - герои. Подвиг их измерьте!,"Все - герои. Подвиг их измерьте!
Капитан, сержант...
Секрет один:
Кто стоит за Родину - бессмертен!
Кто с народом - тот непобедим!"
ZHAK ZOPPO,Устроена так вселенная,"Устроена так вселенная
Однажды - на все времена,
Для каждого поколения
Своя бывает война.
Здесь разница в чём-то заметная, А в чём-то - сомнительный финт,
Кому-то - война столетняя,
Кому-то - локальный конфликт.

Не думай, что отсидишься
В отблесках судного дня,
Отцам, чтоб не маялись слишком - 
Афган, а детям - Чечня.
А внукам - Донбасс и Сирия,
Все чаши свои допьют,
С временами - суровыми, сильными
Лишь и докажешь, что крут.

На землю вернёшься родную
С лавровым иль прочим венком,
Все войны свои отвоюют,
Небесный следит военком."
ZHAK ZOPPO,Люди сведущие объяснили: «Тренируют отход до Днепра».,"Люди сведущие объяснили: «Тренируют отход до Днепра».

Врали западу: «Мы не боимся
Ни Москвы, ни москальских войск,
Не отступят ряды украинцев
В бывший город Днепропетровск».

Но на деле бравада вся сдулась
С первым залпом российских «Армат»,
Из окопов бегут, мчатся с улиц
Строем, в ряд, ВСУ и нацбат.

НАТО думало: киборги - укры,
Укры вату покрошат на раз,
Только укры - тряпичные куклы,
Раз Россия признала Донбасс.

Укры могут крошить старушек,
Убивать и детей, и мать...
Но, когда канонада из пушек,
Остаётся одно - отступать!"
ZHAK ZOPPO,Мэр Купянска город не угробил,"Мэр Купянска город не угробил,
Не сравнял строения с землёй,
Кровью не залил в бессильной злобе
Свой Купянск в бодании с Москвой.

Пожалел людей! Совсем крамола!
Киев возмутился: скоро нам
Мэры запретят по классам школьным
Ставить пулемёты у окна!

Обнаглели - не хотят безвольно
Стадом, на убой брести во тьму.
Гибнем мы - пусть всем вам будет больно!
Не хотим добра мы никому.
Состраданье, милосердие - фантомы,
Книжный пафос, пафос без конца..."
ZHAK ZOPPO,СБУ похитила из дома,"СБУ похитила из дома
Дочку мэра - наказать отца.
Тот клянётся: бьют по оговору,
Перед СБУ совсем я чист!
Только что взывать к антитеррору,
Если государство - террорист?!

Если вместо подвигов на фронте
Выбирается насилие - не суд!
Если всё одно, кто «за», кто «против»,
То заложники тут явно не спасут."
ZHAK ZOPPO,Русский раздобыли телефон,"Русский раздобыли телефон
Ради хохмы нацики «Азова»,
То ли потерялся где-то он,
То ли мародёрничали снова.

Слово «мать» в контактах отыскав,
Старший позвонил в Россию маме:

- Слава Украине!

У виска
Покрутила мать в глумливом гаме.

- Где мой сын?

Смеялся укров сброд:

- Сдох твой сын! Совсем издох, навечно.
- Сына покажи!
- Он не придёт.

Под обстрелом сильно покалечен.
Сына мы убили наповал,
Лишь нога осталась.
Смех лужёный
Из нацистских глоток вылетал.
Что нацистам матери и жёны?!
Что им дети, что страданья, боль,
Что им слёзы матери до ночи?!
Лишь глумится нацик:"
ZHAK ZOPPO,Смерть с тобой!,"Смерть с тобой!

Славе Украине! Сдох сыночек!
Неужели мать рожала вас?!
Мать у вас, бездушные, была ли?!
Нацики, могли бы, целый час
В трубку русской мамы гоготали."
ZHAK ZOPPO,Людское так непрочно счастье,"Людское так непрочно счастье. Спокойно всё и вдруг - глядишь
Война. Ушёл из Лисичанска.
Боец под позывным «Латыш».

Служил в угрозыске когда-то,
Но слышит «колорад», «кацап»,
И понял вдруг, что он не «вата»
И хунте киевской - не раб.

Стал ополченцем, раз не робкий,
И сделал так, что восемь лет
Жене и детям похоронка
Была спасением от бед.

Чтоб СБУ не прессовала.
Убит? Убит! И весь рассказ!
Молчал, что жив, что воевал он,
Пока не поднялся Донбасс.

Тогда Латыш решил: пора мне,
Довольно прятался в тени.
Всё, хватит! Собираем камни.
Семья... А живы ли они?

Воскрес! Как слово то привычно
Сейчас, без допущений всяких, без...
И слово пишем без кавычек,
Ведь он же именно воскрес."
ZHAK ZOPPO,"Лежат в руинах города, Урон нешуточный, серьёзный.","Лежат в руинах города, Урон нешуточный, серьёзный.
Бетон, осколки, провода...
А Краматорск - как прежде Грозный.

Разруха, гари пелена...
И на мгновенье показалось,
Что Та, Великая, война
С тех пор и вовсе не кончалась.

Мы только взяли перерыв,
И та, нацистская, зараза
Всё крепла, чётко уяснив,
Что крепко спит продажный разум.

Сейчас всё, что не удалось России сделать в 45 -м,
Доделать нужно, чтобы врозь
Нам жить с фашистом бесноватым.
«Уйдёте», - мрачные твердят
В платках старухи из подвалов.
Закончился нацистский яд!
Ушёл из Сталинграда Павлов?!

Нет, не уйдём! Не верь молве.
Совсем немного подождите,
И буква «Z», и буква «V»
Теперь есть в нашем алфавите!"
Ярослав КАУРОВ,ГЕРОЯМ ДОНБАССА,"Который год идёт Бессмертный Полк,
Смеются, плачут люди год от года,
И не возьмут никак буржуи в толк
Зачем всё это русскому народу?

Как все смеялись: «Прошлогодний снег!
В далёком прошлом русские победы!
Не может современный человек
Так душу свою рвать за славу дедов!»

Нет, эта слава вечна, на века!
Смотрите, вот и новые герои.
Они ростки Бессмертного полка,
Из дедовского вышедшие строя.

Они идут и ускоряют шаг
Уничтожать фашистскую заразу,
Находят, как злокачественный рак,
И вырезают эти метастазы!

Герой России Старостин Антон,
На танке защищая переправу,
Нанёс врагу существенный урон,
Нетленную заслуживая СЛАВУ!

Как в сорок первом завязался бой,
Из-под обстрела выносила снова
И закрывала раненых собой
Сестра Екатерина Иванова!

Ну, кто б ещё помыслить только мог,
Что бы фашизм взошёл на Украине!?
Как попустил такую мерзость Бог
Дахау повторенье и Хатыни!?"
Ярослав КАУРОВ,Мы справимся! Любой посилен труд!,"Мы справимся! Любой посилен труд!
Нам звёздами великий путь начертан!
И в мире все почувствуют, поймут,
Что новым героизмом Полк Бессмертен!"
Геннадий КОЗЛОВ,ВОСЕМЬ ЛЕТ,"Восемь лет горевал, восемь лет.
Как же можно молчать по-русски?
И скончался от горя дед,
Чтоб не слышать чужие пуски.
Прилетел и к нему снаряд, И влетел сразу в окна дома.
Восемь лет, восемь лет подряд
Ни родных вблизи, ни знакомых.
Вот и некому хоронить, Лай собачий на всю округу.
Ну, и как тут, скажите, жить,
И в глаза не смотреть друг другу?"
Геннадий КОЗЛОВ,МОЯ СТРАНА,"Спокойна красная стена
Часы Кремля, орлы и башни.
Встаёт навытяжку страна
И провожает день вчерашний.

Под Гимн России- тишина
Молчат ветра, стихают птицы,
И понимает вся страна,
Беды сегодня не случится.

Лишь армия не спать должна
От самой Арктики до Крыма.
И знает вся моя страна,
Какой ей быть необходимо."
Геннадий КОЗЛОВ,В ней память крови и цена,"В ней память крови и цена
За мирный день не знает меры,
Но с честью носят ордена
Сегодняшние офицеры.

Да будь ты проклята война,
Уйди с пути во имя мира,
Моя великая страна
Не хочет надевать мундира.

Она всегда напряжена,
Не верит недругам на слово.
Такая добрая страна,
А вынуждена быть суровой."
Геннадий КОЗЛОВ,У нас во всём иные мерки,"У нас во всём иные мерки,
Но немцам русских не понять.
И может, Тютчев и для Меркель
Свои стихи писал, как знать.

Европа дремлет беспробудно,
И тычет пальцем в русский дом.
И всё она талдычит нудно,
Что виноваты мы во всём.

А мы не спим, мы снова пашем,
И сохраняем мир опять
И слава дедам нашим павшим,
Что не дают спокойно спать."
Геннадий КОЗЛОВ,Пытаюсь Крым увековечить,"Пытаюсь Крым увековечить,
Бьюсь над летучею строкой.
Рисую грудь его и плечи,
И непогоду, и покой.
В рисунке воинская слава,
Матрос с «палундрой» на устах,
И Коктебель, и Балаклава,
Алушта, Керчь, и Кара-Даг.
Какое солнечное имя!
Какой закат на берегу!
Купаюсь с мыслями о Крыме,"
Геннадий КОЗЛОВ,Земля прадедов и отцов,"Земля прадедов и отцов
Пришла домой, в конце концов.
Она вернулась без войны
В объятия своей страны.
В тельняшках русских моряков, В лампасах наших казаков.
Ей никогда не быть чужой,
Не быть затопленной баржой.
Она в труде, она в бою
Любила родину свою.
На том стояли и стоим:
Россия, Севастополь, Крым."
Геннадий КОЗЛОВ,Вы не бывали в Балаклаве,"Вы не бывали в Балаклаве,
Не прорубали в мир окно?
Здесь прикоснуться к русской славе,
К её величью суждено.

Но в Чёрном море шумно снова,
Маячат чьи-то корабли.
Глядит история сурово
В бинокль на край моей земли.
Вновь «Таганрогу» и «Корону»
Грозят турецкие суда.
Не дай им Бог, вооружённым
По новой сунуться сюда.
Стоим, не отдадим ни пяди
В наследство принятых камней.
Не сомневайся прапрапрадед,
Земля твоя, пока мы с ней."
Геннадий КОЗЛОВ,"Россия выспалась уже, От ран и боли оклемалась.","Россия выспалась уже, От ран и боли оклемалась.
Она на главном рубеже
Всегда победно поднималась.

За боль детей, своих старух
И за родные пепелища
Она показывала дух,
Которого не вспомнят чище.

Она молилась, коль беда,
И всё она одолевала
Но на колени никогда
Моя Россия не вставала.

И хватит попусту болтать,
О пьянстве о её и лени.
Да разве может быть, чтоб мать
Пред кем-то встала на колени?!"
Светлана КОНЕВА,РОССИЯ ВОЙН НЕ НАЧИНАЕТ,"Россия войн не начинает,
А только прекращает их.
Уж восемь лет Донбасс страдает
От бомб украинских - ""своих""...
В чём эти люди провинились?
В том, что решили вольно жить
На той земле, где и родились,
И научились говорить?
Язык родной свой не предали
И память предков сберегли.
За это их уничтожали
И ""сепарами"" нарекли?
Они не люди - колорады,
Их можно жечь, или пытать,
За это получать награды,
Себя героями считать...
Чужая боль нацистам - счастье,
Людей страдания - бальзам.
Терпели восемь лет напасти,
С мольбою обращались к нам
С Донбасса братья наши, сёстры,
И мы, чтоб мирно всё решить,
Вели переговоры. Поздно!
Нацистов не уговорить.
Они не понимают слова,
Лишь залп ракетный - аргумент.
И для России нашей снова
Настал решающий момент.
Впервой ли мир спасать от скверны?
Идти за правду в честный бой?
Крест миротворца непомерный
Нести России не впервой!"
Светлана КОНЕВА,"Ох, не по нраву сила наша","Ох, не по нраву сила наша
Заокеанским господам!
Уже пиаровцы на марше,
Уже пророчат гибель нам.
Включают пятую колонну,
И молодёжи мозг дурят,
Звонят в фейсбуках пустозвоны
О том, как каждый виноват...
Но наша армия спокойно
Работу делает свою
Затем, чтоб людям жить достойно,
Без страха жить в родном краю.
Чужую боль своей считает
Моя великая страна.
Россия войн не начинает,
Но прекращает их она!"
