author,title,text
Александр ВЫРВИЧ,ОФИЦЕРАМ,"Завтра утром труба
Нас с тобою разбудит,
Пред рассветом судьба
Нас опять позовёт.
И штрих-коды дождя
Лица нам не остудят.
Ветер, вихри крутя,
Нас с пути не собьёт.

Так уж было не раз.
И не раз ещё будет.
Просто слово «приказ»
Нам известно давно.
Сами выбрали путь
И армейские будни.
И судьбу обмануть
Нам с тобой не дано."
Александр ВЫРВИЧ,ЗА ПОБЕДУ!,"У каждого солдата - свой «рейхстаг»,
У каждого к нему - своя дорога.
И в каждом вещмешке - победный флаг,
А остальное всё - в руках у Бога.

Традициям Суворова верны,
Пришли на смену мы отцам и дедам.
И завсегда готовы, как они,
Пройти под Красным знаменем Победы."
Александр ВЫРВИЧ,Во все века добро со злом в сраженьях...,"Во все века добро со злом в сраженьях...
И в битвах Русь всегда была права.
Пора настала, и Z-поколенье
Вступило в бой на стороне добра."
Иван ЛУКИН (СОЛОВЕЙ),Чувствую каждую клеточку тела.,"Чувствую каждую клеточку тела.
Чувствую, в пальце колется вена.
Чувствую, встанет, как прежде, страна!
К битве готова она?
И я продолжаю смотреть и чувствовать, как каждая капля дождя, ветром складываемая в горизонтальный реки поток, попадая в меня, мгновенно обращает в свой водоворот.
Я мокрый насквозь бреду,
Точнее, скольжу по грязи в одних тапочках.
Слякоть липнет к ногам; небо тучится.
Холод людей мучает, и сам оттого мучается.
Но усталость забывается в пальцах скручивающих; ведь я чувствую тебя сквозь километры, и дым в лёгких, ускользающий вместе с секундой прошедшего дня, тоже чувствую.
Я чувствую...
Я живой...
Грязь оттёрта. Вода скоро высохнет.
И я чувствую! Чувствую! Истинно!"
Иван ЛУКИН (СОЛОВЕЙ),Закат растёкся по горизонту ядерным взрывом.,"Закат растёкся по горизонту ядерным взрывом.
Пролил суп в бэтээре;
лучше бы он был керосином.
Снова вытащил себя за волосы из трясины.
Я должен постоянно быть сильным.
И кажется, эта миссия невыполнима, но я обязан остаться живым и красивым."
Иван ЛУКИН (СОЛОВЕЙ),"На земле, смешанной с порохом, не видно травы, только грязь, только поросль мелких капель зимы.","На земле, смешанной с порохом, не видно травы, только грязь, только поросль мелких капель зимы.
По зиме тянет красная, неясная синь то расплакались пули и осколки мин.
А война так беспомощна... И безжалостно кровь убегает из гордых, непокорных голов.
Будет страхом смеяться этот страшный удел.
Где бы ни был - не прятался в протяжении вен..."
Валерий ХАТЮШИН,РУССКИЙ СВЕТ,"Теперь мы быстро запрягаем...
Восточный ветер дует в спину...
Россию мы освобождаем, освобождая Украину.

Избрали братья путь Андрия...
Ну что ж, предвидел это Гоголь...
Всё им прощавшая Россия
их не судила слишком строго.
И вот - слепые планы строят
беспамятные наши братья...
Теперь узнают, сколько стоят
с врагом горячие объятья.
Пусть будет вечным им уроком цена иудства. Пусть познают,
как беспощадным «солнцепёком»
Антироссию выжигают.

Теперь мы быстро запрягаем...
Восточный ветер дует в спину...
Мы русский свет оберегаем.
Мы любим нашу Украину."
Валерий ХАТЮШИН,НАДЕЖДА,"У края пропасти застыла Украина, у края бедствия, над пропастью тщеты.
Есть лишь осколок под названием Руина больная немощность в объятьях нищеты.
Ей дышит в спину сладкий дух ожесточенья, а дух вражды лишил заветного пути..."
Валерий ХАТЮШИН,"Но у России, как всегда, предназначенье: её от пропасти безумной отвести.","Но у России, как всегда, предназначенье: её от пропасти безумной отвести.

Кровно повиты столетним недугом гордых два брата ушедшей страны... Да, мы повязаны кровью друг с другом, кровью единою мы сплетены.
Нет, не позволим угаснуть надежде вырваться сможем из горьких времён.
Ведь никуда нам не деться, как прежде, в жизни от русских единых имён.

Мы родную отстроим юдоль, в нашем сердце родство встрепенётся...
Через мрак, через кровь, через боль Украина в Россию вернётся и, прорвав незалежности бред, — сможет стать и сильней, и красивей,
чтобы, выйдя из мрака на свет, вновь, как прежде, назваться Россией."
Валерий ХАТЮШИН,"В Мариуполе - могила моего отиа, освобождавшего","В Мариуполе - могила моего отиа, освобождавшего
Украину во время Великой Отечественной войны
Украины бывшей убыль...
Нам дороги нет назад...
Русский город Мариуполь...
Разбомблённый город-сад...
В жёлто-синих дебрях вызрел красно-чёрный зверский флаг...
Мариуполь - город-призрак,
Мариуполь - город-мрак.
Мрак удушливой печали, мрак свистящего свинца над цехами «Азовстали», над могилою отца..."
Валерий ХАТЮШИН,Днём и ночью с «градом» грозы — канонады гром и звон.,"Днём и ночью с «градом» грозы — канонады гром и звон.
На руинах храмов - слёзы мироточащих икон.

Слёзы старых, слёзы малых — здесь, где плачет Божья мать...
При свечах в сырых подвалах* дети учатся писать...

Укров крик и матерщина...
Ангел смерти к ним летит...
В чёрных книжках на руинах герб трезубный шелестит.

Как безумно трудно нервный охладить, унять озноб...
Мариуполь - это первый гвоздь в свидомый чёрный гроб."
Алексей ШОРОХОВ,КАЧЕЛИ,"Снова в небо взлетает малыш,
На земле воцаряется тишь.
Ни разваленных миной домов,
Ни налившихся тьмой проводов

- Только тишь, и малыш, и весна...

Почему ж твои ночи без сна?
Почему, прикрывая блокпост,
Он, не ты, поднялся в полный рост?
И теперь его юная мать
Будет в памяти долгой качать:
Сквозь года, и стрельбу, и метель,
Раз за разом - пустую качель..."
Алексей ШОРОХОВ,ЧЁРНЫЙ ВОРОН ГОРЛОВСКИЙ,"Что ж ты вьёшься, что ж ты кружиш
Чёрный ворон надо мной?
И кому ты, ворон, служиш

- беспилотник иль живой?
... Ох не клюй ты, чёрный ворон,
Очи чёрные мои!
Не от злобы они чёрные
- а от угольной пыли...
...Да, не знал я, чёрный ворон,
Что за Кальмиус-рекой
Буду я лежать недвижим
Со кровавой головой...
...Ты не вейся, не надейся!
Моего не трогай рта!"
Алексей ШОРОХОВ,То не громы в поднебесье,"То не громы в поднебесье

- то работает арта...
...Ты увидишь, ты дождёшься,
Как у Бахмутки-реки
Навсегда придут и встанут
Наши русские полки...
...Вот тогда меня поднимут,
Бросят в кузов на мешки.
А тебя с винтовки снимут
Мои снайперы-дружки...
Что ж ты вьёшься, что ж ты кружишь
Чёрный ворон надо мной?
И кому ты, ворон, служишь
- беспилотник иль живой?"
Алексей ШОРОХОВ,Нынче брали Париж,"Нынче брали Париж.
Завтра возьмут Берлин.
Дальше нельзя - шалишь!
Дальше будет Шали.
Холод и адреналин.
Дальше будет Донецк -
Там, где лежит твой брат.
Где ты бредешь, отец?
Как тебе там, солдат?
Видел я твой Бухарест,
Пару бутылок взял.
Так и не съездил в Брест,
Где ты тогда не пал.
Вот, побывал на войне.
Слова такого нет.
Просто в тебе и во мне
Тьма не задавит свет.
Радость у нас с тобой:
Он - как отец и дед.
Он не оставит бой
Там, где нас больше нет..."
Александр ПОТАПОВ,СВОИХ НЕ БРОСАЕМ!,"В начале боёв мы удачи не знали,
В боях отступали не раз,
И клич справедливый «Своих не бросаем!»
Звучал, как суровый приказ.

Своих не бросали, когда отступали,
Как ни было трудно в пути.
Потом, когда фрицев обратно погнали,
Уже было легче идти...

В суровые годы так было с отцами
И, верно, так будет всегда.
Подобное часто случалось и с нами,
Когда подступала беда.

Бывало такое: с врагами не сладишь,
И близок их волчий оскал...
«Своих не бросаем», - сказал мой товарищ
И руку в беде мне подал.

Когда на Украйне нацистская сволочь
Сломить попыталась Донбасс,
С оружием братьям пришли мы на помощь
Ведь кто же ещё, кроме нас?
...Хоть трудно бывает, тащу свою ношу,
Судьбою доволен вполне,
И, что б ни случилось, своих я не брошу,
Своих не оставлю в огне."
Александр ПОТАПОВ,БАЛЛАДА О ГУМАНИТАРНОМ КОНВОЕ,"Кто с нами судьбою единою связан,
Того не оставим в беде в грозный час.
...Закончив погрузку, взревели КАМАЗы
И тронулись в путь на далёкий Донбасс."
Александр ПОТАПОВ,"Там люди за землю свою воевали,","Там люди за землю свою воевали,
Там киевской хунте давали отпор,
Без крова, без пищи в огне бедовали,
Немым небесам посылая укор...

Освоившись с жизнью тревожно-походной
И благословляя земные дела,
Святой Николай, мирликийский Угодник,
Сурово смотрел с ветрового стекла.

Мотор не заглох на дороге ни разу,
Конвой не продрог на свинцовом ветру,
И с грузом продуктов колонна КАМАЗов
В расстрелянный город вползла поутру.

Вдоль улиц разрушенных люди стояли,
Кто молод и крепок, а кто - чуть живой,
И, слёз не скрывая, платками махали,
Приветствуя щедрый российский конвой.

Неужто и впрямь долгожданная милость
С небес снизошла на несчастный народ?
Завидев икону, старушка крестилась,
Молитву шептал её ссохшийся рот...

Над миром развеялось вдруг непогодье,
И вмиг озарились и поле и лес...
Как будто и вправду спустился Угодник
На грешную землю с высоких небес."
Михаил КОЗИН,МЫ ЗАЩИТИМ НАШ РУССКИЙ ДОМ!,"Донбасс наедине мы не оставим
С коварным и звереющим врагом.
Сложить оружие нацистов мы заставим
И защитим наш общий Русский дом!"
Михаил КОЗИН,ZOV,"Мы продолжим своё наступленье, Победим здесь нацистов мы вновь.
Ждёт VOZмездие за преступленья
Всех, кто пролил невинную кровь!

Будем дальше в сражениях биться,
И не бросим своих никогда,
А на танках продолжат светиться
Буквы «Z», «О» и «V»! И звезда!"
Михаил КОЗИН,ПОД ЗНАМЕНЕМ Z,"Укрепления и бастионы
Наш солдат продолжает брать.
Разбивая врагов легионы,
Наступает российская рать.

Автоматов сверкают затворы.
И блестит солнца русского свет.
Мир придёт на родные просторы
Вместе с войском под знаменем Z."
Анатолий ВЕРШИНСКИЙ,СПЕЦОПЕРАЦИЯ,"Мой дед, простой советский пехотинец, в сороковые грозные года в Европе не бронировал гостиниц без спросу брал чужие города.

Отец, механик лётной эскадрильи, отозванный страной от школьных дел, крепя её «стальные руки-крылья», до Польши без «шенгена» долетел.

Сегодня соплеменники позвали парней, что мне годятся в сыновья, помочь очистить от нацистской швали ту землю, что от века нам - своя.

Не место примиренческому трёпу во времена коричневой чумы. Сперва - оздоровим свою Европу. С чужой - потом договоримся мы..."
Анатолий ВЕРШИНСКИЙ,АЛЫЙ СТЯГ,"С этим стягом брали города ратоборцы Вещего Олега. Этот стяг запомнила Орда с первого отбитого набега.

От Амура до двински́х низин новый мир восстал под этим стягом. Это знамя русский и грузин водрузили в мае над Рейхстагом.

Это знак решительных атак и народной воли непреклонной. Мне отрадно видеть алый стяг над мотострелковою колонной.

Не осудят наши дети нас и потом своим расскажут детям, как весной на битву за Донбасс Русский мир восстал под стягом этим."
Михаил СИЛКИН,Я еду на Донбасс...,"Я еду на Донбасс и на душе спокойно.
Одна лишь мысль-доехать побыстрей;
Вот, правда, мой хирург остался недовольным,
Ну, что поделаешь, Донбасс-не без потерь...

Я еду на Донбасс, оставив тлен печали,
И, ветру подарив все листья дневника,
Которые, устав, внезапно замолчали,
Теперь не ручку держит, автомат-рука!

Я еду на Донбасс, в котором нет прощенья,
В котором - главный грязно-серый цвет,
Кроваво-хмурая приносит искупленье,
В душе оставив ярко-красный след...

Я еду на Донбасс, она не отпускает;
Другие - на моря, а я опять сюда.
Над степью медленно луч солнца умирает,
Шипит игриво в котелке вода...

Я еду на Донбасс: костры, тушёнка, пули.
Не мама - битва, мачеха для нас.
Толкает слепо в пляску огневую,
Кто выживет, тот выполнит приказ.

Я еду на Донбасс. Там место мне, я знаю,
С врагом одной дорожкой не ходить.
Как заклинание всегда я повторяю:
«Мы выжили, нам надо победить!»

Нас было мало в доме том, кровь в жилах стыла;
Вокруг железо, словно волк, печально выло.
Сидели тихо матерясь и сатанели,
В окно кидали пули грязь - печально пели."
Михаил СИЛКИН,Хотелось цену попросить за жизнь повыше,"Хотелось цену попросить за жизнь повыше,
Чтобы предсмертный хрип врага с улыбкой слышать.
Но, грудью в грудь сойтись в бою - не их обычай,
А обречённо смерти ждать, нам не привычно.

Дружок остался отсекать врага пехоту
Бездушный жребий подарил ему работу;
Сквозь дым и копоть белозубо улыбнулся
И мы ушли, никто назад не обернулся.

Нас любит Бог когда рассказ про жизни пишет,
Идём мы с верою вперёд, что нас услышит!
Избави, Господи, сегодня от двухсотых;
Идём дорогу пробивать на пулемёты..."
Михаил СИЛКИН,Когда коварного не ждёшь удара в спину,"Когда коварного не ждёшь удара в спину,
Ударам ветра подставляя грудь,
Неся всю правду, а не половину,
Уверенным становится твой путь.

Ты вдохновлён деяньем предков строгих.
Предательство неведомо на вкус.
Героев-рать, а ты один из многих,
Кому в лицо не плюнут слово-трус.

Столкнувшись с голосом, одёрнувшим на взлёте,
Споткнувшись, удивлённо посмотрев,
И осознав, что ныне одинокий,
Остынешь сердцем, вмиг перегорев...

Ушедшие с тобой в поход герои
В костре сгорели мира палачей,
И стали персонажами историй
Про битвы славные в сиянии мечей..."
Юрий ГЛАДКЕВИЧ,РУССКАЯ ЗЕМЛЯ,"Чтобы небо было сине и светлый день не утопал во мгле,
идёт солдат по Украине, по русской, нашенской земле.

Не катится он валом огневым, не давит всё катком он броневым,
он твёрдо знает: этого нельзя,
ведь Украина - русская земля,
и среди горестей и смут здесь не чужие -
русские живут."
Юрий ГЛАДКЕВИЧ,ЕСЛИ СПРОСИШЬ,"Меня провожает неполная рота и вся, что в бою уцелела, броня.
Обычная рота, царица-пехота,
неполною стала она без меня.

А так, слава Богу, покуда все целы
один только я ухожу навсегда,
пока что не знаю, в какие пределы,
но, Боже, тебе-то известно, куда.

Не хочется в ад, но и в рай неохота,
и если ты спросишь меня, пацана,
я лучше вернулся бы, Господи, в роту,
ты ж видишь - она без меня неполна"
Владимир МАКАРЕНКОВ,ДЕНЬ Z,"Когда на верховную встречу доставит небесный конвой,
представ перед Богом, отвечу, что был со своею страной.

Я связан душою и кровью с землёй,
на которой меня растили с домашней любовью семья и большая страна.

Везде мне привольно, по сути я сын поднебесных хором;
родные мне - добрые люди, Россия - отеческий дом.

В годины разрухи и смуты в бессилье я рук не сложил;
печалился, но ни минуты без веры в Россию не жил.

В развязке уж узел донбасский. Европа шельмует День Zed.
Диктует мне сердце подсказки: сбывается древний завет...

На пытку: «Какую дорогу построил ты в жизни земной?»
по-русски отвечу я Богу: «Я был со своею страной»."
Оксана МОСКАЛЕНКО,ZА ДРУГИ СВОЯ!,"Мы - русские! И с нами Бог!
Мы, умирая, не сдаёмся!
И вот ещё один рывок.
И мы с врагом коварным бьёмся!
Мы не согнулись, не сдались!
И мы идём дорогой прямо.
Мы, как титаны поднялись,
Ведь мёртвые не имут сраму!
Мы не жалеем живота, Да други душу полагая.
В бою - с молитвой на устах, Нацистских гадов сокрушая."
Оксана МОСКАЛЕНКО,ДОНБАСС В ОГНЕ,"Кто мог подумать лишь вчера,
Что будут братья сеять смерть?
И это вовсе не игра,
И мы готовы умереть.
То минный шквал накрыл, то «Град» -
Сжигают дьявольским огнём.
Здесь, на земле разверзся ад,
И мы умрём, но не уйдём!
И как бы ни был враг жесток,
Никто сломить не в силах нас.
Мы - русские и с нами Бог!
И будет русским наш Донбасс!"
Оксана МОСКАЛЕНКО,В чреве мёртвого Мариуполя,"В чреве мёртвого Мариуполя
Непрерывно бои идут.

Люди в поисках пропитания...
Разверзается сущий ад.
И молитвенное молчание
Разрывает смертельный «Град».
И вокруг ландшафты загробные -
Сплошь обугленные дома.
Но воскреснут руины скорбные,
И отступит с рассветом тьма.

В Мариуполь пришло спасение
И душой оживает плоть.
Радость Русского Воскресения
Нам дарует весной Господь!"
Оксана МОСКАЛЕНКО,С НАМИ БОГ!,"Святой сказал: ""Не в силе Бог, а в правде!""
И с русскими всегда Превечный Бог.
И мы воюем не награды ради,
За веру, за Отечество и долг!
Мы в бой идём, российские солдаты.
За правду, за Россию, за Донбасс!
И наша цель и заповеди - святы.
И наша Родина, как Божий свет для нас."
